"Type","Price","UOM Code","Quantity","Order Line PO Number","Order Line Number","External Id","Match Reference","SAP Reference Number"
"","        200.00","EA","        10.000","4501892479","00020","005000019320200001","4501892479-IR1","005000019320200001"
